Mod:Item:MetaData, Localized Name
harvestcraft:plumjellysandwichitem, Бутерброд со сливовым джемом
harvestcraft:honeysandwichitem, Бутерброд с мёдом
harvestcraft:cheeseontoastitem, Тост с сыром
harvestcraft:tunapotatoitem, Картофель с тунцом
harvestcraft:chocolaterollitem, Шоколадный рулет
harvestcraft:jamrollitem, Рулет с джемом
harvestcraft:coconutcreamitem, Кокосовые сливки
harvestcraft:crackeritem, Крекер
harvestcraft:garammasalaitem, Гарам масала
harvestcraft:paneeritem, Панир
harvestcraft:gravyitem, Подливка
harvestcraft:mangochutneyitem, Манговый чатни
harvestcraft:marzipanitem, Марципан
harvestcraft:paneertikkamasalaitem, Тикка из панира в соусе масала
harvestcraft:peaandhamsoupitem, Гороховый суп с ветчиной
harvestcraft:potatoandleeksoupitem, Суп с картофелем и луком-пореем
harvestcraft:yorkshirepuddingitem, Йоркширский пуддинг
harvestcraft:sesameoilitem, Кунжутное масло
harvestcraft:noodlesitem, Лапша
harvestcraft:chickenchowmeinitem, Чоу-мейн с курицей
harvestcraft:kungpaochickenitem, Цыплёнок "Кунг Пао"
harvestcraft:hoisinsauceitem, Соус хойсин
harvestcraft:fivespiceitem, Пять специй
harvestcraft:charsiuitem, Свинина Ча Шао
harvestcraft:sweetandsoursauceitem, Кисло-сладкий соус
harvestcraft:sweetandsourchickenitem, Цыплёнок в кисло-сладком соусе
harvestcraft:baconandeggsitem, Яичница с беконом
harvestcraft:biscuitsandgravyitem, Галеты с подливкой
harvestcraft:applefritteritem, Яблочный фриттер
harvestcraft:sweetteaitem, Сладкий чай
harvestcraft:creepercookieitem, Печенье "Криперки"
harvestcraft:honeybreaditem, Медовый хлеб
harvestcraft:honeybunitem, Медовая булочка
harvestcraft:honeyglazedcarrotsitem, Глазурованная в меду морковь
harvestcraft:honeyglazedhamitem, Глазурованный в меду окорок
harvestcraft:honeysoyribsitem, Рёбрышки с мёдом и соевым соусом
harvestcraft:chocovoxelsitem, Шоколадные злаковые воксели
harvestcraft:cinnamontoastitem, Тост с корицей
harvestcraft:cornedbeefitem, Солонина
harvestcraft:cottoncandyitem, Сахарная вата
harvestcraft:crackersitem, Крекеры
harvestcraft:creeperwingsitem, Крипер-крылышки
harvestcraft:dhalitem, Дхал
harvestcraft:durianmilkshakeitem, Молочный коктейль с дурианом
harvestcraft:durianmuffinitem, Маффин с дурианом
harvestcraft:hotsauceitem, Острый соус
harvestcraft:hummusitem, Хумус
harvestcraft:ironbrewitem, Железный напиток
harvestcraft:lasagnaitem, Лазанья
harvestcraft:lemondrizzlecakeitem, Лимонный торт-рохля
harvestcraft:meatloafitem, Мясной рулет
harvestcraft:mushroomlasagnaitem, Грибная лазанья
harvestcraft:musselcookeditem, Приготовленная мидия
harvestcraft:netherwingsitem, Адские крылышки
harvestcraft:pizzasoupitem, Суп-пицца
harvestcraft:poutineitem, Пуцин
harvestcraft:salsaitem, Сальса
harvestcraft:sardinesinhotsauceitem, Сардины в остром соусе
harvestcraft:teriyakichickenitem, Курица с соусом терияки
harvestcraft:turkishdelightitem, Турецкие сладости
harvestcraft:greeneggsandhamitem, Зелёная яичница с ветчиной
harvestcraft:theatreboxitem, Театральный короб
harvestcraft:cookiesandmilkitem, Печеньки с молоком
harvestcraft:crackersandcheeseitem, Крекеры с сыром
harvestcraft:chickendinneritem, Обед с курицей
harvestcraft:corndogitem, Корн-дог
harvestcraft:hamandcheesesandwichitem, Бутерброд с ветчиной и сыром
harvestcraft:tunasaladitem, Салат с тунцом
harvestcraft:gritsitem, Гритс
harvestcraft:buttercookieitem, Сливочное печенье
harvestcraft:sugarcookieitem, Сахарное печенье
harvestcraft:potatochipsitem, Картофельные чипсы
harvestcraft:bbqpotatochipsitem, Картофельный чипсы со вкусом барбекю
harvestcraft:sourcreamandonionpotatochipsitem, Картофельные чипсы со сметаной и луком
harvestcraft:cheddarandsourcreampotatochipsitem, Картофельные чипсы со сметаной и сыром чеддер
harvestcraft:tortillachipsitem, Чипсы из тортильи
harvestcraft:chipsanddipitem, Чипсы с соусом
harvestcraft:cheezepuffsitem, Сырные шарики
harvestcraft:surfandturfitem, Жаркое "Море и суша"
harvestcraft:liverandonionsitem, Печёнка с луком
harvestcraft:fortunecookieitem, Печенье с предсказанием
harvestcraft:deviledeggitem, Фаршированное яйцо
harvestcraft:mozzerellasticksitem, Сырные палочки из моцареллы
harvestcraft:succotashitem, Суккоташ
harvestcraft:friedgreentomatoesitem, Жареные зелёные помидоры
harvestcraft:potatoesobrienitem, Картофель "О'Брайен"
harvestcraft:tatertotsitem, Хрустящий жареный картофель
harvestcraft:smoresitem, Зефир "Смоурс"
harvestcraft:steakfajitaitem, Фахита с мясной вырезкой
harvestcraft:ramenitem, Рамен
harvestcraft:misosoupitem, Мисо-суп
harvestcraft:onigiriitem, Онигири
harvestcraft:grilledcheesevegemitetoastitem, Тост с плавленым сыром и веджемайтом
harvestcraft:monsterfrieddumplingsitem, Жареные монстроманты
harvestcraft:crispyricepuffcerealitem, Каша с шариками хрустящего риса
harvestcraft:crispyricepuffbarsitem, Батончик с шариками хрустящего риса
harvestcraft:babaganoushitem, Баба гануш
harvestcraft:berryvinaigrettesaladitem, Ягодный винегрет
harvestcraft:tomatoherbchickenitem, Курица с томатами и травами
harvestcraft:pastagardeniaitem, Паста "Гардения"
harvestcraft:fiestacornsaladitem, Кукурузный салат "Фиеста"
harvestcraft:threebeansaladitem, Салат "Три фасолины"
harvestcraft:sweetandsourmeatballsitem, Кисло-сладкие тефтели
harvestcraft:pepperjellyitem, Перечный джем
harvestcraft:pepperjellyandcrackersitem, Крекеры с перечным джемом
harvestcraft:saltedcaramelitem, Солёная карамель
harvestcraft:spidereyepieitem, Пирог с паучьим глазом
harvestcraft:cheesyshrimpquinoaitem, Киноа с креветками и сыром
harvestcraft:bulgogiitem, Пулькоги
harvestcraft:omuriceitem, Омурайсу
harvestcraft:pemmicanitem, Пеммикан
harvestcraft:driedsoupitem, Обезвоженный суп
harvestcraft:crabkimbapitem, Кимбап с крабом
harvestcraft:froglegstirfryitem, Лягушачьи лапки быстрой прожарки
harvestcraft:haggisitem, Хаггис
harvestcraft:chickenkatsuitem, Курица Кацу
harvestcraft:chocolateorangeitem, Апельсин в шоколаде
harvestcraft:festivalbreaditem, Праздничный хлеб
harvestcraft:fruitcreamfestivalbreaditem, Праздничный хлеб с фруктовым кремом
harvestcraft:phoitem, Фо
harvestcraft:bubbleteaitem, Чай с пузырьками
harvestcraft:duckrawitem, Сырая утка
harvestcraft:duckcookeditem, Приготовленная утка
harvestcraft:wontonsoupitem, Суп вонтон
harvestcraft:springrollitem, Спринг роллы
harvestcraft:meatystirfryitem, Мясо с овощами быстрой прожарки
harvestcraft:potstickersitem, Пельмени "Цзяоцзы"
harvestcraft:orangeduckitem, Утка с апельсинами
harvestcraft:pekingduckitem, Утка по-пекински
harvestcraft:stuffedduckitem, Фаршированная утка
harvestcraft:rouxitem, Заправка для соуса
harvestcraft:candiedpecansitem, Засахаренные орешки пекан
harvestcraft:stuffingitem, Начинка
harvestcraft:greenbeancasseroleitem, Запеканка с зелёной фасолью
harvestcraft:hamandpineapplepizzaitem, Пицца с ветчиной и ананасом
harvestcraft:cobblestonecobbleritem, Закрытый булыжниковый пирог
harvestcraft:crayfishsaladitem, Салат с раками
harvestcraft:cevicheitem, Севиче
harvestcraft:bakedcactusitem, Запечённый кактус
harvestcraft:garlicsteakitem, Чесночный стейк
harvestcraft:mushroomsteakitem, Грибной стейк
harvestcraft:hotdishcasseroleitem, Запеканка в горячем блюде
harvestcraft:sausagebeanmeltitem, Бутерброд с сосиской и фасолью
harvestcraft:mettbrotchenitem, Хакепетер
harvestcraft:porkrindsitem, Шкварки
harvestcraft:cracklinsitem, Жареное сало
harvestcraft:chorusfruitsoupitem, Фруктовый суп из коруса
harvestcraft:akutuqitem, Акутак
harvestcraft:cantonesegreensitem, Зелень по-кантонски
harvestcraft:earlgreyteaitem, Чай Эрл Грей (горячий)
harvestcraft:eggrollitem, Яичный рулет
harvestcraft:eggtartitem, Яичный тарт
harvestcraft:greenteaitem, Зелёный чай
harvestcraft:meesuaitem, Лапша "Мяньсянь"
harvestcraft:oystersauceitem, Устричный соус
harvestcraft:squidinkspaghettiitem, Спагетти с чернилами кальмара
harvestcraft:steaktartareitem, Мясо по-татарски
harvestcraft:szechuaneggplantitem, Баклажан по-сычуаньски
harvestcraft:baconpancakesitem, Bacon Pancakes
harvestcraft:blackpaellaitem, Black Paella
harvestcraft:blazingsoupitem, Blazing Soup
harvestcraft:briochebunitem, Brioche Bun
harvestcraft:chickenpaellaitem, Chicken Paella
harvestcraft:escargotitem, Escargot
harvestcraft:gourmetbeefpattyitem, Gourmet Beef Patty
harvestcraft:gourmetmuttonpattyitem, Gourmet Mutton Patty
